[Starting] Opening the serial port - COM14
[Info] Opened the serial port - COM14
---BEGIN---
TIME	INPUT	OUTPUT	TS	GRADIENT
679800	1	89.00	253	0.00
680052	1	88.75	252	-0.00
680305	1	88.25	253	-0.00
680558	1	88.50	253	0.00
680810	1	88.75	252	0.00
681063	1	88.50	253	-0.00
681315	1	88.25	252	-0.00
681568	1	88.25	253	0.00
681820	1	88.25	252	0.00
682073	1	88.00	253	-0.00
682326	1	88.00	253	0.00
682577	1	87.25	251	-0.00
682830	1	88.25	253	0.00
683082	1	87.50	252	-0.00
683335	1	87.50	253	0.00
683587	1	87.25	252	-0.00
683840	1	87.50	253	0.00
684093	1	87.00	253	-0.00
684345	1	87.50	252	0.00
684598	1	87.00	253	-0.00
684850	1	87.25	252	0.00
685103	1	87.00	253	-0.00
685356	1	86.75	253	-0.00
685607	1	87.00	251	0.00
685860	1	86.50	253	-0.00
686112	1	87.00	252	0.00
686365	1	86.75	253	-0.00
686617	1	86.75	252	0.00
686870	1	86.25	253	-0.00
687123	1	86.25	253	0.00
687375	1	86.50	252	0.00
687628	1	86.25	253	-0.00
687880	1	86.50	252	0.00
688133	1	86.25	253	-0.00
688386	1	86.25	253	0.00
688637	1	86.00	251	-0.00
688890	1	85.50	253	-0.00
689142	1	86.00	252	0.00
689395	1	85.50	253	-0.00
689647	1	85.50	252	0.00
689900	1	85.75	253	0.00
690153	1	85.25	253	-0.00
690405	1	85.25	252	0.00
690658	1	85.75	253	0.00
690910	1	85.50	252	-0.00
691163	1	85.50	253	0.00
691415	1	85.25	252	-0.00
691667	1	84.75	252	-0.00
691920	1	85.25	253	0.00
692172	1	85.00	252	-0.00
692425	1	85.00	253	0.00
692677	1	84.75	252	-0.00
692930	1	84.75	253	0.00
693182	1	84.75	252	0.00
693435	1	84.75	253	0.00
693688	1	84.25	253	-0.00
693940	1	84.50	252	0.00
694193	1	84.25	253	-0.00
694445	1	84.50	252	0.00
694697	1	83.25	252	-0.00
694950	1	84.25	253	0.00
695202	1	84.25	252	0.00
695455	1	83.75	253	-0.00
695707	1	84.00	252	0.00
695960	1	84.00	253	0.00
696212	1	83.50	252	-0.00
696465	1	83.75	253	0.00
696718	1	83.75	253	0.00
696970	1	83.75	252	0.00
697223	1	83.50	253	-0.00
697475	1	83.50	252	0.00
697728	1	83.50	253	0.00
697979	1	83.25	251	-0.00
698232	1	83.25	253	0.00
698485	1	83.00	253	-0.00
698737	1	83.00	252	0.00
698990	1	83.00	253	0.00
699242	1	83.00	252	0.00
699495	1	82.25	253	-0.00
699747	1	82.50	252	0.00
700000	1	81.75	253	-0.00
700253	1	82.25	253	0.00
700505	1	82.75	252	0.00
700758	1	82.50	253	-0.00
701009	1	82.25	251	-0.00
701262	1	82.50	253	0.00
701514	1	82.25	252	-0.00
701767	1	82.25	253	0.00
702020	1	81.75	253	-0.00
702272	1	82.00	252	0.00
702525	1	82.00	253	0.00
702777	1	82.00	252	0.00
703030	1	81.50	253	-0.00
703282	1	81.75	252	0.00
703535	1	82.00	253	0.00
703788	1	81.75	253	-0.00
704039	1	81.25	251	-0.00
704292	1	81.50	253	0.00
704544	1	81.50	252	0.00
704797	1	81.25	253	-0.00
705050	1	81.25	253	0.00
705302	1	80.75	252	-0.00
705555	1	80.75	253	0.00
705807	1	81.00	252	0.00
706060	1	80.75	253	-0.00
706312	1	80.75	252	0.00
706565	1	80.75	253	0.00
706818	1	80.75	253	0.00
707069	1	81.00	251	0.00
707322	1	80.75	253	-0.00
707574	1	80.50	252	-0.00
707827	1	80.50	253	0.00
708079	1	80.50	252	0.00
708332	1	80.50	253	0.00
708585	1	80.50	253	0.00
708837	1	80.25	252	-0.00
709090	1	80.25	253	0.00
709342	1	79.50	252	-0.00
709595	1	80.25	253	0.00
709847	1	79.50	252	-0.00
710099	1	79.75	252	0.00
710352	1	79.50	253	-0.00
710604	1	79.75	252	0.00
710857	1	80.00	253	0.00
711109	1	79.75	252	-0.00
711362	1	79.25	253	-0.00
711615	1	79.50	253	0.00
711867	1	79.25	252	-0.00
712120	1	79.00	253	-0.00
712372	1	79.50	252	0.00
712625	1	79.25	253	-0.00
712877	1	79.00	252	-0.00
713129	1	79.00	252	0.00
713382	1	79.00	253	0.00
713634	1	79.00	252	0.00
713887	1	79.00	253	0.00
714139	1	78.75	252	-0.00
714392	1	78.50	253	-0.00
714644	1	78.00	252	-0.00
714897	1	78.50	253	0.00
715150	1	78.25	253	-0.00
715402	1	78.00	252	-0.00
715655	1	78.25	253	0.00
715907	1	78.00	252	-0.00
716160	1	78.25	253	0.00
716412	1	78.00	252	-0.00
716664	1	78.25	252	0.00
716917	1	78.00	253	-0.00
717169	1	77.75	252	-0.00
717422	1	78.00	253	0.00
717674	1	78.00	252	0.00
717927	1	77.75	253	-0.00
718180	1	77.25	253	-0.00
718432	1	77.75	252	0.00
718685	1	77.25	253	-0.00
718937	1	77.25	252	0.00
719190	1	77.50	253	0.00
719442	1	77.75	252	0.00
719694	1	77.25	252	-0.00
719947	1	77.25	253	0.00
720199	1	77.25	252	0.00
720452	1	77.00	253	-0.00
720704	1	77.25	252	0.00
720957	1	77.00	253	-0.00
721210	1	77.00	253	0.00
721462	1	76.75	252	-0.00
721715	1	77.00	253	0.00
721967	1	76.75	252	-0.00
722220	1	76.25	253	-0.00
722471	1	77.00	251	0.00
722724	1	76.25	253	-0.00
722977	1	76.50	253	0.00
723229	1	76.50	252	0.00
723482	1	76.25	253	-0.00
723734	1	75.75	252	-0.00
723987	1	76.50	253	0.00
724240	1	76.00	253	-0.00
724492	1	76.25	252	0.00
724745	1	76.00	253	-0.00
724997	1	76.00	252	0.00
725250	1	76.00	253	0.00
725501	1	75.75	251	-0.00
725754	1	75.25	253	-0.00
726007	1	75.75	253	0.00
726259	1	75.75	252	0.00
726512	1	75.75	253	0.00
726764	1	75.75	252	0.00
727017	1	75.50	253	-0.00
727269	1	75.50	252	0.00
727522	1	75.00	253	-0.00
727775	1	75.50	253	0.00
728027	1	75.00	252	-0.00
728280	1	74.75	253	-0.00
728531	1	74.75	251	0.00
728784	1	74.75	253	0.00
729036	1	75.00	252	0.00
729289	1	74.50	253	-0.00
729542	1	75.00	253	0.00
729794	1	74.75	252	-0.00
730047	1	74.75	253	0.00
730299	1	74.75	252	0.00
730552	1	74.75	253	0.00
730804	1	74.75	252	0.00
731057	1	74.50	253	-0.00
731310	1	74.00	253	-0.00
731561	1	74.50	251	0.00
731814	1	74.00	253	-0.00
732066	1	73.75	252	-0.00
732319	1	74.00	253	0.00
732572	1	74.25	253	0.00
732824	1	73.50	252	-0.00
733077	1	74.25	253	0.00
733329	1	74.00	252	-0.00
733582	1	74.00	253	0.00
733834	1	74.00	252	0.00
734087	1	73.75	253	-0.00
734340	1	73.75	253	0.00
734592	1	73.50	252	-0.00
734844	1	73.25	252	-0.00
735096	1	73.25	252	0.00
735349	1	73.75	253	0.00
735601	1	72.75	252	-0.00
735854	1	73.25	253	0.00
736107	1	73.75	253	0.00
736359	1	73.50	252	-0.00
736612	1	73.00	253	-0.00
736864	1	72.75	252	-0.00
737117	1	73.25	253	0.00
737370	1	73.00	253	-0.00
737622	1	72.25	252	-0.00
737874	1	72.25	252	0.00
738126	1	72.75	252	0.00
738379	1	72.75	253	0.00
738631	1	72.25	252	-0.00
738884	1	72.50	253	0.00
739137	1	72.50	253	0.00
739389	1	72.00	252	-0.00
739642	1	72.50	253	0.00
739894	1	72.25	252	-0.00
740147	1	71.50	253	-0.00
740400	1	72.00	253	0.00
740652	1	72.50	252	0.00
740904	1	72.25	252	-0.00
741156	1	71.75	252	-0.00
741409	1	71.75	253	0.00
741661	1	71.75	252	0.00
741914	1	71.25	253	-0.00
742167	1	72.00	253	0.00
742419	1	72.00	252	0.00
742672	1	71.75	253	-0.00
742924	1	71.25	252	-0.00
743177	1	71.00	253	-0.00
743429	1	71.50	252	0.00
743682	1	71.25	253	-0.00
743934	1	71.50	252	0.00
744186	1	71.25	252	-0.00
744439	1	71.00	253	-0.00
744691	1	70.75	252	-0.00
744944	1	71.25	253	0.00
745197	1	71.25	253	0.00
745449	1	71.00	252	-0.00
745702	1	70.75	253	-0.00
745954	1	71.00	252	0.00
746207	1	70.75	253	-0.00
746459	1	70.50	252	-0.00
746712	1	71.00	253	0.00
746964	1	71.00	252	0.00
747216	1	70.00	252	-0.00
747469	1	70.75	253	0.00
747721	1	70.25	252	-0.00
747974	1	70.75	253	0.00
748227	1	70.50	253	-0.00
748479	1	70.50	252	0.00
748732	1	70.50	253	0.00
748984	1	70.25	252	-0.00
749237	1	70.50	253	0.00
749489	1	70.25	252	-0.00
749742	1	69.75	253	-0.00
749995	1	70.25	253	0.00
750246	1	69.50	251	-0.00
750499	1	70.00	253	0.00
750751	1	69.50	252	-0.00
751004	1	69.75	253	0.00
751257	1	70.00	253	0.00
751509	1	69.25	252	-0.00
751762	1	69.75	253	0.00
752014	1	69.75	252	0.00
752267	1	69.75	253	0.00
752519	1	69.50	252	-0.00
752772	1	69.50	253	0.00
753025	1	69.50	253	0.00
753276	1	69.50	251	0.00
753529	1	69.00	253	-0.00
753781	1	69.50	252	0.00
754034	1	69.25	253	-0.00
754286	1	69.00	252	-0.00
754539	1	69.25	253	0.00
754792	1	69.00	253	-0.00
755044	1	69.00	252	0.00
755297	1	68.25	253	-0.00
755549	1	68.75	252	0.00
755802	1	69.00	253	0.00
756054	1	68.50	252	-0.00
756306	1	68.25	252	-0.00
756559	1	68.50	253	0.00
756811	1	68.75	252	0.00
757064	1	68.50	253	-0.00
757316	1	68.25	252	-0.00
757569	1	68.00	253	-0.00
757822	1	67.50	253	-0.00
758074	1	68.50	252	0.00
758327	1	68.00	253	-0.00
758579	1	68.00	252	0.00
758832	1	68.00	253	0.00
759084	1	68.25	252	0.00
759336	1	68.00	252	-0.00
759589	1	67.50	253	-0.00
759841	1	68.00	252	0.00
760094	1	67.75	253	-0.00
760346	1	67.50	252	-0.00
760599	1	67.25	253	-0.00
760852	1	67.25	253	0.00
761104	1	67.50	252	0.00
761357	1	67.00	253	-0.00
761609	1	67.75	252	0.00
761862	1	67.50	253	-0.00
762114	1	67.00	252	-0.00
762366	1	67.00	252	0.00
762619	1	67.50	253	0.00
762871	1	67.00	252	-0.00
763124	1	66.75	253	-0.00
763376	1	67.00	252	0.00
763629	1	67.25	253	0.00
763881	1	67.00	252	-0.00
764134	1	67.00	253	0.00
764387	1	67.00	253	0.00
764639	1	66.50	252	-0.00
764892	1	67.00	253	0.00
765144	1	67.00	252	0.00
765396	1	66.00	252	-0.00
765648	1	66.50	252	0.00
765901	1	66.50	253	0.00
766154	1	66.50	253	0.00
766406	1	66.50	252	0.00
766659	1	66.50	253	0.00
766911	1	66.50	252	0.00
767164	1	66.00	253	-0.00
767416	1	66.25	252	0.00
767669	1	66.50	253	0.00
767922	1	66.00	253	-0.00
768174	1	66.50	252	0.00
768427	1	66.00	253	-0.00
768678	1	66.00	251	0.00
768931	1	65.75	253	-0.00
769183	1	65.50	252	-0.00
769436	1	65.75	253	0.00
769689	1	65.75	253	0.00
769941	1	65.50	252	-0.00
770194	1	66.00	253	0.00
770446	1	65.50	252	-0.00
770699	1	65.75	253	0.00
770952	1	65.75	253	0.00
771204	1	65.50	252	-0.00
771457	1	65.50	253	0.00
771708	1	65.25	251	-0.00
771961	1	65.25	253	0.00
772213	1	65.25	252	0.00
772466	1	65.25	253	0.00
772718	1	65.50	252	0.00
772971	1	65.00	253	-0.00
773224	1	65.00	253	0.00
773476	1	65.25	252	0.00
773729	1	65.00	253	-0.00
773981	1	65.00	252	0.00
774234	1	64.75	253	-0.00
774486	1	64.75	252	0.00
774738	1	64.50	252	-0.00
774991	1	65.00	253	0.00
775243	1	65.00	252	0.00
775496	1	64.75	253	-0.00
775748	1	64.75	252	0.00
776001	1	64.75	253	0.00
776253	1	64.75	252	0.00
776506	1	64.75	253	0.00
776759	1	64.50	253	-0.00
777011	1	64.25	252	-0.00
777264	1	64.50	253	0.00
777516	1	64.50	252	0.00
777768	1	64.00	252	-0.00
778020	1	64.25	252	0.00
778273	1	64.50	253	0.00
778526	1	64.25	253	-0.00
778778	1	64.25	252	0.00
779031	1	63.75	253	-0.00
779283	1	64.25	252	0.00
779536	1	64.00	253	-0.00
779789	1	64.00	253	0.00
780041	1	64.00	252	0.00
780294	1	64.00	253	0.00
780546	1	63.75	252	-0.00
780798	1	63.50	252	-0.00
781050	1	63.75	252	0.00
781303	1	63.50	253	-0.00
781556	1	63.25	253	-0.00
781808	1	63.75	252	0.00
782061	1	63.50	253	-0.00
782313	1	63.50	252	0.00
782566	1	63.50	253	0.00
782818	1	62.50	252	-0.00
783071	1	63.50	253	0.00
783324	1	63.50	253	0.00
783576	1	63.25	252	-0.00
783828	1	62.75	252	-0.00
784080	1	63.25	252	0.00
784333	1	63.25	253	0.00
784585	1	63.00	252	-0.00
784838	1	63.00	253	0.00
785091	1	62.25	253	-0.00
785343	1	63.00	252	0.00
785596	1	63.00	253	0.00
785848	1	62.50	252	-0.00
786101	1	62.25	253	-0.00
786353	1	62.75	252	0.00
786606	1	62.50	253	-0.00
786859	1	62.25	253	-0.00
787110	1	62.50	251	0.00
787363	1	62.50	253	0.00
787615	1	62.50	252	0.00
787868	1	62.25	253	-0.00
788120	1	61.75	252	-0.00
788373	1	62.25	253	0.00
788626	1	62.25	253	0.00
788878	1	61.75	252	-0.00
789131	1	62.25	253	0.00
789383	1	62.00	252	-0.00
789636	1	61.75	253	-0.00
789889	1	62.00	253	0.00
790140	1	62.00	251	0.00
790393	1	62.00	253	0.00
790645	1	61.75	252	-0.00
790898	1	62.00	253	0.00
791150	1	61.75	252	-0.00
791403	1	62.00	253	0.00
791656	1	61.75	253	-0.00
791908	1	61.25	252	-0.00
792161	1	61.50	253	0.00
792413	1	61.00	252	-0.00
792666	1	61.50	253	0.00
792918	1	61.50	252	0.00
793170	1	61.25	252	-0.00
793423	1	61.00	253	-0.00
793675	1	61.50	252	0.00
793928	1	61.50	253	0.00
794180	1	61.00	252	-0.00
794433	1	61.25	253	0.00
794685	1	61.25	252	0.00
794938	1	61.00	253	-0.00
795191	1	60.75	253	-0.00
795443	1	61.00	252	0.00
795696	1	60.50	253	-0.00
795948	1	60.50	252	0.00
796200	1	60.75	252	0.00
796453	1	60.75	253	0.00
796705	1	60.50	252	-0.00
796958	1	60.25	253	-0.00
797210	1	60.75	252	0.00
797463	1	60.75	253	0.00
797715	1	60.75	252	0.00
797968	1	60.75	253	0.00
798221	1	60.25	253	-0.00
798473	1	60.50	252	0.00
798726	1	60.50	253	0.00
798978	1	60.25	252	-0.00
799230	1	60.25	252	0.00
799482	1	60.25	252	0.00
799735	1	60.25	253	0.00
799987	1	59.75	252	-0.00
800240	1	60.25	253	0.00
800493	1	59.50	253	-0.00
800745	1	59.50	252	0.00
800998	1	59.75	253	0.00
801250	1	59.75	252	0.00
801503	1	60.00	253	0.00
801756	1	59.50	253	-0.00
802008	1	59.75	252	0.00
802260	1	59.75	252	0.00
802512	1	59.50	252	-0.00
802765	1	59.75	253	0.00
803017	1	59.50	252	-0.00
803270	1	59.25	253	-0.00
803523	1	59.50	253	0.00
803775	1	59.25	252	-0.00
804028	1	59.50	253	0.00
804280	1	59.25	252	-0.00
804533	1	59.50	253	0.00
804786	1	59.50	253	0.00
805038	1	59.50	252	0.00
805291	1	59.25	253	-0.00
805542	1	59.75	251	0.00
805795	1	59.00	253	-0.00
806047	1	59.00	252	0.00
806300	1	58.50	253	-0.00
806552	1	58.75	252	0.00
806805	1	58.75	253	0.00
807058	1	58.50	253	-0.00
807310	1	58.75	252	0.00
807563	1	59.00	253	0.00
807815	1	59.00	252	0.00
808068	1	58.75	253	-0.00
808321	1	58.75	253	0.00
808572	1	59.00	251	0.00
808825	1	58.25	253	-0.00
809077	1	58.25	252	0.00
809330	1	58.50	253	0.00
809582	1	58.50	252	0.00
809835	1	58.25	253	-0.00
810088	1	58.50	253	0.00
810340	1	58.25	252	-0.00
810593	1	58.00	253	-0.00
810845	1	58.50	252	0.00
811098	1	58.00	253	-0.00
811350	1	58.00	252	0.00
811602	1	58.50	252	0.00
811855	1	57.75	253	-0.00
812107	1	58.25	252	0.00
812360	1	57.75	253	-0.00
812612	1	57.75	252	0.00
812865	1	58.25	253	0.00
813117	1	57.50	252	-0.00
813370	1	58.00	253	0.00
813623	1	57.50	253	-0.00
813875	1	57.75	252	0.00
814128	1	57.25	253	-0.00
814380	1	57.25	252	0.00
814632	1	57.25	252	0.00
814884	1	57.50	252	0.00
815137	1	57.25	253	-0.00
815390	1	57.50	253	0.00
815642	1	57.75	252	0.00
815895	1	57.75	253	0.00
816147	1	57.75	252	0.00
816400	1	57.50	253	-0.00
816652	1	57.25	252	-0.00
816905	1	57.00	253	-0.00
817158	1	57.00	253	0.00
817410	1	56.75	252	-0.00
817662	1	57.25	252	0.00
817914	1	56.75	252	-0.00
818167	1	57.00	253	0.00
818420	1	56.75	253	-0.00
818672	1	56.75	252	0.00
818925	1	57.00	253	0.00
819177	1	57.00	252	0.00
819430	1	56.50	253	-0.00
819682	1	56.75	252	0.00
819935	1	56.50	253	-0.00
820188	1	56.75	253	0.00
820440	1	57.00	252	0.00
820692	1	57.00	252	0.00
820944	1	56.75	252	-0.00
821197	1	55.75	253	-0.00
821449	1	56.50	252	0.00
821702	1	56.75	253	0.00
821955	1	56.50	253	-0.00
822207	1	55.75	252	-0.00
822460	1	56.75	253	0.00
822712	1	56.50	252	-0.00
822965	1	55.75	253	-0.00
823217	1	55.75	252	0.00
823470	1	56.50	253	0.00
823723	1	56.00	253	-0.00
823974	1	56.00	251	0.00
824227	1	56.25	253	0.00
824479	1	55.75	252	-0.00
824732	1	56.00	253	0.00
824984	1	56.00	252	0.00
825237	1	55.75	253	-0.00
825490	1	55.75	253	0.00
825742	1	56.00	252	0.00
825995	1	55.50	253	-0.00
826247	1	55.50	252	0.00
826500	1	55.75	253	0.00
826752	1	55.50	252	-0.00
827004	1	56.00	252	0.00
827257	1	55.00	253	-0.00
827509	1	55.75	252	0.00
827762	1	55.00	253	-0.00
828014	1	55.75	252	0.00
828267	1	55.00	253	-0.00
828520	1	55.00	253	0.00
828772	1	55.25	252	0.00
829025	1	55.25	253	0.00
829277	1	55.50	252	0.00
829530	1	55.25	253	-0.00
829782	1	54.50	252	-0.00
830034	1	55.00	252	0.00
830287	1	55.25	253	0.00
830539	1	54.75	252	-0.00
830792	1	55.25	253	0.00
831044	1	55.25	252	0.00
831297	1	55.00	253	-0.00
831549	1	55.25	252	0.00
831802	1	54.50	253	-0.00
832055	1	55.00	253	0.00
832307	1	55.00	252	0.00
832560	1	55.00	253	0.00
832812	1	54.50	252	-0.00
833064	1	55.00	252	0.00
833316	1	54.75	252	-0.00
833569	1	55.00	253	0.00
833822	1	55.00	253	0.00
834074	1	54.50	252	-0.00
834327	1	54.75	253	0.00
834579	1	54.75	252	0.00
834832	1	54.50	253	-0.00
835084	1	54.25	252	-0.00
835337	1	54.50	253	0.00
835590	1	54.25	253	-0.00
835842	1	54.00	252	-0.00
836094	1	54.50	252	0.00
836346	1	54.25	252	-0.00
836599	1	54.00	253	-0.00
836851	1	54.50	252	0.00
837104	1	54.25	253	-0.00
837357	1	54.25	253	0.00
837609	1	54.00	252	-0.00
837862	1	54.25	253	0.00
838114	1	54.00	252	-0.00
838367	1	54.25	253	0.00
838620	1	54.00	253	-0.00
838872	1	54.00	252	0.00
839124	1	54.00	252	0.00
839376	1	54.00	252	0.00
839629	1	54.00	253	0.00
839881	1	54.00	252	0.00
840134	1	54.00	253	0.00
840386	1	53.75	252	-0.00
840639	1	53.50	253	-0.00
840892	1	53.50	253	0.00
841144	1	53.75	252	0.00
841397	1	53.75	253	0.00
841649	1	53.50	252	-0.00
841902	1	53.50	253	0.00
842153	1	53.75	251	0.00
842406	1	53.50	253	-0.00
842659	1	53.25	253	-0.00
842911	1	53.25	252	0.00
843164	1	53.25	253	0.00
843416	1	53.50	252	0.00
843669	1	53.75	253	0.00
843921	1	53.25	252	-0.00
844174	1	53.25	253	0.00
844427	1	53.00	253	-0.00
844679	1	53.25	252	0.00
844932	1	53.00	253	-0.00
845184	1	53.00	252	0.00
845436	1	53.00	252	0.00
845688	1	53.00	252	0.00
845941	1	53.00	253	0.00
846193	1	53.25	252	0.00
846446	1	53.00	253	-0.00
846699	1	53.00	253	0.00
846951	1	52.75	252	-0.00
847204	1	52.75	253	0.00
847456	1	52.75	252	0.00
847709	1	52.75	253	0.00
847961	1	52.75	252	0.00
848214	1	52.50	253	-0.00
848466	1	52.50	252	0.00
848718	1	52.75	252	0.00
848971	1	52.75	253	0.00
849223	1	52.25	252	-0.00
849476	1	52.25	253	0.00
849728	1	52.00	252	-0.00
849981	1	52.00	253	0.00
850234	1	52.50	253	0.00
850486	1	52.00	252	-0.00
850739	1	51.75	253	-0.00
850991	1	52.25	252	0.00
851244	1	51.75	253	-0.00
851495	1	51.75	251	0.00
851748	1	52.25	253	0.00
852001	1	51.75	253	-0.00
852253	1	52.00	252	0.00
852506	1	52.25	253	0.00
852758	1	52.25	252	0.00
853011	1	52.25	253	0.00
853263	1	52.25	252	0.00
853516	1	52.25	253	0.00
853769	1	52.00	253	-0.00
854021	1	51.50	252	-0.00
854274	1	51.75	253	0.00
854525	1	51.50	251	-0.00
854778	1	51.25	253	-0.00
855030	1	51.75	252	0.00
855283	1	51.25	253	-0.00
855536	1	51.25	253	0.00
855788	1	51.25	252	0.00
856041	1	51.75	253	0.00
856293	1	51.00	252	-0.00
856546	1	51.75	253	0.00
856798	1	51.75	252	0.00
857051	1	51.50	253	-0.00
857304	1	51.50	253	0.00
857555	1	51.75	251	0.00
857808	1	51.50	253	-0.00
858060	1	51.25	252	-0.00
858313	1	51.50	253	0.00
858566	1	51.00	253	-0.00
858818	1	51.25	252	0.00
859071	1	51.25	253	0.00
859323	1	51.25	252	0.00
859576	1	51.50	253	0.00
859828	1	51.00	252	-0.00
860081	1	51.00	253	0.00
860333	1	51.50	252	0.00
860585	1	51.00	252	-0.00
860838	1	51.00	253	0.00
861090	1	50.75	252	-0.00
861343	1	50.25	253	-0.00
861595	1	51.00	252	0.00
861848	1	51.00	253	0.00
862100	1	51.00	252	0.00
862353	1	51.00	253	0.00
862606	1	50.75	253	-0.00
862858	1	50.75	252	0.00
863111	1	50.75	253	0.00
863363	1	50.75	252	0.00
863616	1	50.50	253	-0.00
863867	1	50.50	251	0.00
864120	1	50.25	253	-0.00
864373	1	50.50	253	0.00
864625	1	50.50	252	0.00
864878	1	50.25	253	-0.00
865130	1	50.50	252	0.00
865383	1	50.25	253	-0.00
865635	1	50.50	252	0.00
865888	1	50.50	253	0.00
866141	1	50.50	253	0.00
866393	1	50.50	252	0.00
866646	1	50.00	253	-0.00
866897	1	49.75	251	-0.00
867150	1	50.25	253	0.00
867402	1	50.00	252	-0.00
867655	1	49.75	253	-0.00
867908	1	50.00	253	0.00
868160	1	50.25	252	0.00
868413	1	50.00	253	-0.00
868665	1	50.25	252	0.00
868918	1	50.25	253	0.00
869170	1	49.75	252	-0.00
869423	1	50.25	253	0.00
869676	1	49.75	253	-0.00
869927	1	49.75	251	0.00
870180	1	49.50	253	-0.00
870432	1	49.75	252	0.00
870685	1	49.75	253	0.00
870938	1	49.25	253	-0.00
871190	1	49.50	252	0.00
871443	1	49.50	253	0.00
871695	1	49.50	252	0.00
871948	1	49.25	253	-0.00
872200	1	49.50	252	0.00
872453	1	49.50	253	0.00
872706	1	49.50	253	0.00
872957	1	49.75	251	0.00
873210	1	49.75	253	0.00
873462	1	49.50	252	-0.00
873715	1	49.50	253	0.00
873967	1	49.25	252	-0.00
874220	1	49.25	253	0.00
874472	1	49.25	252	0.00
874725	1	49.00	253	-0.00
874978	1	49.50	253	0.00
875230	1	49.00	252	-0.00
875483	1	49.25	253	0.00
875735	1	49.25	252	0.00
875987	1	49.25	252	0.00
876239	1	49.00	252	-0.00
876492	1	49.00	253	0.00
876745	1	49.00	253	0.00
876997	1	49.25	252	0.00
877250	1	49.25	253	0.00
877502	1	48.75	252	-0.00
877755	1	48.75	253	0.00
878007	1	48.75	252	0.00
878260	1	49.00	253	0.00
878513	1	48.75	253	-0.00
878765	1	48.75	252	0.00
879017	1	49.00	252	0.00
879269	1	48.75	252	-0.00
879522	1	49.00	253	0.00
879774	1	48.75	252	-0.00
880027	1	48.75	253	0.00
880280	1	48.50	253	-0.00
880532	1	48.50	252	0.00
880785	1	48.50	253	0.00
881037	1	48.50	252	0.00
881290	1	48.75	253	0.00
881542	1	48.50	252	-0.00
881795	1	48.00	253	-0.00
882048	1	48.25	253	0.00
882299	1	48.00	251	-0.00
882552	1	48.25	253	0.00
882804	1	48.50	252	0.00
883057	1	48.25	253	-0.00
883309	1	48.00	252	-0.00
883562	1	48.50	253	0.00
883815	1	48.25	253	-0.00
884067	1	48.00	252	-0.00
884320	1	48.00	253	0.00
884572	1	48.25	252	0.00
884825	1	48.25	253	0.00
885076	1	48.00	251	-0.00
885329	1	48.00	253	0.00
885582	1	47.50	253	-0.00
885834	1	47.75	252	0.00
886087	1	47.75	253	0.00
886339	1	48.00	252	0.00
886592	1	48.00	253	0.00
886844	1	48.00	252	0.00
887097	1	48.00	253	0.00
887349	1	48.00	252	0.00
887602	1	48.00	253	0.00
887855	1	48.00	253	0.00
888107	1	47.25	252	-0.00
888359	1	47.75	252	0.00
888611	1	47.75	252	0.00
888864	1	47.50	253	-0.00
889116	1	47.50	252	0.00
889369	1	47.50	253	0.00
889622	1	47.00	253	-0.00
889874	1	47.75	252	0.00
890127	1	47.75	253	0.00
890379	1	47.75	252	0.00
890632	1	47.75	253	0.00
890884	1	47.50	252	-0.00
891137	1	47.50	253	0.00
891388	1	47.50	251	0.00
891641	1	47.25	253	-0.00
891894	1	47.50	253	0.00
892146	1	47.25	252	-0.00
892399	1	47.25	253	0.00
892651	1	47.25	252	0.00
892904	1	47.25	253	0.00
893156	1	47.00	252	-0.00
893409	1	47.25	253	0.00
893662	1	47.00	253	-0.00
893914	1	47.25	252	0.00
894167	1	47.25	253	0.00
894418	1	47.00	251	-0.00
894671	1	47.25	253	0.00
894924	1	46.75	253	-0.00
895176	1	46.50	252	-0.00
895429	1	46.75	253	0.00
895681	1	47.00	252	0.00
895934	1	46.75	253	-0.00
896186	1	46.75	252	0.00
896439	1	46.75	253	0.00
896692	1	46.75	253	0.00
896944	1	46.75	252	0.00
897197	1	46.75	253	0.00
897448	1	46.75	251	0.00
897701	1	46.75	253	0.00
897953	1	46.75	252	0.00
898206	1	46.50	253	-0.00
898458	1	46.75	252	0.00
898711	1	46.50	253	-0.00
898964	1	46.00	253	-0.00
899216	1	46.50	252	0.00
899469	1	46.00	253	-0.00
899721	1	46.25	252	0.00
899974	1	46.50	253	0.00
900227	1	46.50	253	0.00
900478	1	46.25	251	-0.00
900731	1	46.25	253	0.00
900983	1	46.25	252	0.00
901236	1	46.00	253	-0.00
901488	1	46.00	252	0.00
901741	1	46.00	253	0.00
901993	1	45.75	252	-0.00
902246	1	46.00	253	0.00
902499	1	46.25	253	0.00
902751	1	46.25	252	0.00
903004	1	46.00	253	-0.00
903256	1	46.00	252	0.00
903508	1	45.75	252	-0.00
903760	1	46.25	252	0.00
904013	1	45.75	253	-0.00
904266	1	46.00	253	0.00
904518	1	45.75	252	-0.00
904771	1	45.50	253	-0.00
905023	1	46.00	252	0.00
905276	1	45.75	253	-0.00
905529	1	45.75	253	0.00
905781	1	45.75	252	0.00
906034	1	45.75	253	0.00
906286	1	45.50	252	-0.00
906539	1	45.50	253	0.00
906790	1	45.75	251	0.00
907043	1	45.75	253	0.00
907295	1	45.75	252	0.00
907548	1	45.50	253	-0.00
907801	1	45.25	253	-0.00
